Place of Interest,Type of place,Place address,BiciMAD station,Station Location
Décollage naval,Monumento de la ciudad de Madrid,C Marqués de Villamagna , Ortega y Gasset,Calle José Ortega y Gasset nº 4
Décollage naval,Monumento de la ciudad de Madrid,C Marqués de Villamagna , Serrano,Calle Serrano nº 54
Décollage naval,Monumento de la ciudad de Madrid,C Marqués de Villamagna , Castellana,Paseo de la Castellana nº 4
Día y Noche,Monumento de la ciudad de Madrid, , Atocha B,Paseo de la Infanta Isabel nº 3
Día y Noche,Monumento de la ciudad de Madrid, , Atocha A,Paseo de la Infanta Isabel nº 3
Día y Noche,Monumento de la ciudad de Madrid, , Puerta del Ángel Caído,Avenida de Alfonso XII nº 54
Edificio de la Beneficiencia,Monumento de la ciudad de Madrid,C Ternera 2, Jacometrezo,Calle Jacometrezo nº 3
Edificio de la Beneficiencia,Monumento de la ciudad de Madrid,C Ternera 2, Santo Domingo,Plaza de Santo Domingo nº 1
Edificio de la Beneficiencia,Monumento de la ciudad de Madrid,C Ternera 2, Miguel Moya,Calle Miguel Moya nº 1
Eduardo Alfonso,Monumento de la ciudad de Madrid,C Arenal 26, Plaza de Celenque B,Plaza de Celenque nº 1
Eduardo Alfonso,Monumento de la ciudad de Madrid,C Arenal 26, Calle Mayor,Calle Mayor nº 20
Eduardo Alfonso,Monumento de la ciudad de Madrid,C Arenal 26, Palacio de Oriente,Calle Carlos III nº 1
Eduardo Lozano y Ponce de León,Monumento de la ciudad de Madrid,Pza Doctor Lozano , Doctor Lozano,Calle Sierra Toledana nº 33
Eduardo Lozano y Ponce de León,Monumento de la ciudad de Madrid,Pza Doctor Lozano , Sierra Toledana,Camino de Valderribas nº 94
Eduardo Lozano y Ponce de León,Monumento de la ciudad de Madrid,Pza Doctor Lozano , Camino Vinateros,Calle Camino de los Vinateros nº 28
Eduardo Marquina,Monumento de la ciudad de Madrid,C Barquillo 7, Banco de España A,Calle Alcalá nº 49
Eduardo Marquina,Monumento de la ciudad de Madrid,C Barquillo 7, Prim,Calle Prim nº 2
Eduardo Marquina,Monumento de la ciudad de Madrid,C Barquillo 7, Augusto Figueroa,Calle Augusto Figueroa nº 33
Eduardo Rosales,Monumento de la ciudad de Madrid,CALLE LIBERTAD 23, Augusto Figueroa,Calle Augusto Figueroa nº 33
Eduardo Rosales,Monumento de la ciudad de Madrid,CALLE VALGAME DIOS 2, Prim,Calle Prim nº 2
Eduardo Rosales,Monumento de la ciudad de Madrid,CALLE VALGAME DIOS 2, Augusto Figueroa,Calle Augusto Figueroa nº 33
Educación de la Infancia,Monumento de la ciudad de Madrid,PLAZA SALESAS 1, Plaza de las Salesas,Plaza de las Salesas 7
Educación de la Infancia,Monumento de la ciudad de Madrid,PLAZA SALESAS 1, Prim,Calle Prim nº 2
Educación de la Infancia,Monumento de la ciudad de Madrid,PLAZA SALESAS 1, Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16
El Abrazo,Monumento de la ciudad de Madrid,Pza Antón Martín , Antón Martín,Calle Atocha nº 54
El Abrazo,Monumento de la ciudad de Madrid,Pza Antón Martín , Santa Isabel,Calle Atocha nº 95
El Abrazo,Monumento de la ciudad de Madrid,Pza Antón Martín , Plaza de Santa Ana,Plaza de Santa Ana nº 10
El Balancín,Monumento de la ciudad de Madrid,CALLE PUERTO RICO 22, Colombia,Calle Colombia nº 7
El Balancín,Monumento de la ciudad de Madrid,CALLE PUERTO RICO 22, Parque Berlín,Avenida de Concha Espina nº 34
El Balancín,Monumento de la ciudad de Madrid,CALLE PUERTO RICO 22, Pío XII,Avenida Pío XII nº 3
El Bosque de los Tótems,Monumento de la ciudad de Madrid,Pº Florida 2, Paseo de la Florida,Paseo de la Florida nº 8
El Bosque de los Tótems,Monumento de la ciudad de Madrid,Pº Florida 2, Ferraz,Calle Evaristo San Miguel nº 2
El Bosque de los Tótems,Monumento de la ciudad de Madrid,Pº Florida 2, Pintor Rosales,Paseo del Pintor Rosales frente al nº 38
El Encierro,Monumento de la ciudad de Madrid,C Julio Camba , Alcalá,Calle Alejandro González nº 1
El Encierro,Monumento de la ciudad de Madrid,C Julio Camba , Ventas,Avenida de los Toreros nº 49
El Encierro,Monumento de la ciudad de Madrid,C Julio Camba , Puente de Ventas,Avenida de Daroca nº 2
El Encuentro,Monumento de la ciudad de Madrid,C Fuente Carrantona 8, Pavones,Calle Hacienda de Pavones nº 342
El Encuentro,Monumento de la ciudad de Madrid,C Fuente Carrantona 8, Marroquina,Calle Camino de los Vinateros nº 108
El Encuentro,Monumento de la ciudad de Madrid,C Fuente Carrantona 8, Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
El Guerrero,Monumento de la ciudad de Madrid,C Santa Irene , Marqués de Corbera 12,Avenida Marqués de Corbera nº 12
El Guerrero,Monumento de la ciudad de Madrid,C Santa Irene , Marqués de Corbera 52,Avenida Marqués de Corbera nº 52
El Guerrero,Monumento de la ciudad de Madrid,C Santa Irene , Camino Vinateros,Calle Camino de los Vinateros nº 28
El Madroño,Monumento de la ciudad de Madrid,C Oca , Caramuel,Calle Caramuel nº 51
El Madroño,Monumento de la ciudad de Madrid,C Oca , Ermita Santo,Paseo de la Ermita del Santo nº 48
El Madroño,Monumento de la ciudad de Madrid,C Oca , Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
El Niño,Monumento de la ciudad de Madrid,CALLE MAURICIO LEGENDRE 36, Chamartín,Calle Rodríguez Jaén nº 40
El Niño,Monumento de la ciudad de Madrid,CALLE MAURICIO LEGENDRE 36, Torre Cepsa,Calle Sinesio Delgado nº 2
El Niño,Monumento de la ciudad de Madrid,CALLE MAURICIO LEGENDRE 36, Manuel Caldeiro,Paseo de la Castellana nº 298
El Portillo de los Pinos,Monumento de la ciudad de Madrid,PARQUE CASA DE CAMPO , Facultad Derecho,Avenida Complutense nº 23
El Portillo de los Pinos,Monumento de la ciudad de Madrid,PARQUE CASA DE CAMPO , INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
El Portillo de los Pinos,Monumento de la ciudad de Madrid,PARQUE CASA DE CAMPO , Facultad Biología,Calle José Antonio Novais frente al nº 12
El Pueblo Español tiene un camino que conduce a una estrella,Monumento de la ciudad de Madrid,C Sánchez Bustillo , Museo Reina Sofía,Calle Santa Isabel nº 57
El Pueblo Español tiene un camino que conduce a una estrella,Monumento de la ciudad de Madrid,C Sánchez Bustillo , Ronda de Atocha,Ronda de Atocha nº 2
El Pueblo Español tiene un camino que conduce a una estrella,Monumento de la ciudad de Madrid,C Sánchez Bustillo , Cuesta de Moyano,Cuesta de Claudio Moyano
El Racing Club a los héroes de África,Monumento de la ciudad de Madrid,PLAZA CHAMBERI 4, Manuel Silvela,Calle Manuel Silvela nº 20
El Racing Club a los héroes de África,Monumento de la ciudad de Madrid,PLAZA CHAMBERI 4, General Martínez Campos ,Calle Fernández de la Hoz nº 29
El Racing Club a los héroes de África,Monumento de la ciudad de Madrid,PLAZA CHAMBERI 4, Santa Engracia 87,Calle Santa Engracia nº 87
El Vecino Curioso,Monumento de la ciudad de Madrid,C Almudena , Segovia 26,Calle Segovia nº 26
El Vecino Curioso,Monumento de la ciudad de Madrid,C Almudena , Plaza Ramales,Plaza de Ramales
El Vecino Curioso,Monumento de la ciudad de Madrid,C Almudena , Plaza del Cordón,Plaza del Cordón
El buzón de las palabras,Monumento de la ciudad de Madrid,Pza Carabanchel , Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
El buzón de las palabras,Monumento de la ciudad de Madrid,Pza Carabanchel , Ermita Santo,Paseo de la Ermita del Santo nº 48
El buzón de las palabras,Monumento de la ciudad de Madrid,Pza Carabanchel , Caramuel,Calle Caramuel nº 51
El lector,Monumento de la ciudad de Madrid,C San Justo , Plaza del Cordón,Plaza del Cordón
El lector,Monumento de la ciudad de Madrid,C San Justo , Plaza de San Miguel,Plaza de San Miguel nº 9
El lector,Monumento de la ciudad de Madrid,C San Justo , Plaza de la Cebada,Plaza de la Cebada nº 16 
El perro,Monumento de la ciudad de Madrid,GLORIETA EJERCITO 1, Caramuel,Calle Caramuel nº 51
El perro,Monumento de la ciudad de Madrid,GLORIETA EJERCITO 1, Ermita Santo,Paseo de la Ermita del Santo nº 48
El perro,Monumento de la ciudad de Madrid,GLORIETA EJERCITO 1, Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
El perro callejero,Monumento de la ciudad de Madrid,COMPLEJO ZOOLOGICO DE LA CASA CAMPO , Caramuel,Calle Caramuel nº 51
El perro callejero,Monumento de la ciudad de Madrid,COMPLEJO ZOOLOGICO DE LA CASA CAMPO , Puerta del Ángel,Plaza Puerta del Ángel nº 4
El perro callejero,Monumento de la ciudad de Madrid,COMPLEJO ZOOLOGICO DE LA CASA CAMPO , Ermita Santo,Paseo de la Ermita del Santo nº 48
El Ángel Caído,Monumento de la ciudad de Madrid,Gta Ángel Caído , Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas
El Ángel Caído,Monumento de la ciudad de Madrid,Gta Ángel Caído , Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73
El Ángel Caído,Monumento de la ciudad de Madrid,Gta Ángel Caído , Puerta de Granada,Avenida de Menéndez Pelayo nº 38
Elemento mecánico ferroviario,Monumento de la ciudad de Madrid,C Arganda 9, Paseo de la Esperanza,Paseo de la Esperanza nº 21
Elemento mecánico ferroviario,Monumento de la ciudad de Madrid,C Arganda 9, Madrid Río,Paseo de Yeserías nº 45
Elemento mecánico ferroviario,Monumento de la ciudad de Madrid,C Arganda 9, Paseo de la Esperanza,Paseo de la Esperanza nº 2
Elena Fortún,Monumento de la ciudad de Madrid,PASEO RUPERTO CHAPI , Paseo de Moret,Paseo de Moret nº 11
Elena Fortún,Monumento de la ciudad de Madrid,PASEO RUPERTO CHAPI , INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Elena Fortún,Monumento de la ciudad de Madrid,PASEO RUPERTO CHAPI , Moncloa,Paseo de Moret nº 2
Eloy Gonzalo 'Cascorro',Monumento de la ciudad de Madrid,Pza Cascorro , Plaza de la Cebada,Plaza de la Cebada nº 16 
Eloy Gonzalo 'Cascorro',Monumento de la ciudad de Madrid,Pza Cascorro , Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35
Eloy Gonzalo 'Cascorro',Monumento de la ciudad de Madrid,Pza Cascorro , Plaza de los Carros,Carrera de San Francisco nº 1
Embarcadero del Estanque del Retiro,Monumento de la ciudad de Madrid,Pº Estanque (Parque del Retiro) , Velázquez,Calle Alcalá nº 95
Embarcadero del Estanque del Retiro,Monumento de la ciudad de Madrid,Pº Estanque (Parque del Retiro) , Plaza de la Independencia,Plaza de la Independencia nº 6
Embarcadero del Estanque del Retiro,Monumento de la ciudad de Madrid,Pº Estanque (Parque del Retiro) , Castelló,Calle Alcalá nº 111
Emilia Pardo Bazán,Monumento de la ciudad de Madrid,C Princesa , Ventura Rodríguez,Calle Duque de Liria
Emilia Pardo Bazán,Monumento de la ciudad de Madrid,C Princesa , Conde Duque,Calle Conde Duque nº 22
Emilia Pardo Bazán,Monumento de la ciudad de Madrid,C Princesa , Plaza de España A,Calle Princesa nº 5
Emilio Castelar,Monumento de la ciudad de Madrid,GLORIETA EMILIO CASTELAR , Paseo de la Castellana ,Paseo de la Castellana nº 43
Emilio Castelar,Monumento de la ciudad de Madrid,GLORIETA EMILIO CASTELAR , Castellana 42,Paseo de la Castellana nº 42
Emilio Castelar,Monumento de la ciudad de Madrid,GLORIETA EMILIO CASTELAR , Rubén Darío,Glorieta Rubén Darío 2
Encuentro en la playa,Monumento de la ciudad de Madrid,Trav Felipe de Diego 2, Concordia,Calle Arroyo del Olivar nº 6
Encuentro en la playa,Monumento de la ciudad de Madrid,Trav Felipe de Diego 2, Méndez Álvaro,Calle Retama nº 5
Encuentro en la playa,Monumento de la ciudad de Madrid,Trav Felipe de Diego 2, Puente de Vallecas,Avenida de la Albufera nº 6
Encuentros,Monumento de la ciudad de Madrid, , Carlota O’Neill,Calle Carlota O'Neill nº 32
Encuentros,Monumento de la ciudad de Madrid, , Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Encuentros,Monumento de la ciudad de Madrid, , C.D. Concepción,Calle Jose del Hierro nº 5
Enrique Arroyo,Monumento de la ciudad de Madrid,C Rosaleda , Pintor Rosales,Paseo del Pintor Rosales frente al nº 38
Enrique Arroyo,Monumento de la ciudad de Madrid,C Rosaleda , Paseo de la Florida,Paseo de la Florida nº 8
Enrique Arroyo,Monumento de la ciudad de Madrid,C Rosaleda , Quintana,Calle Quintana nº 11
Enrique Carrión,Monumento de la ciudad de Madrid,C Gran Vía 41, Jacometrezo,Calle Jacometrezo nº 3
Enrique Carrión,Monumento de la ciudad de Madrid,C Gran Vía 41, Miguel Moya,Calle Miguel Moya nº 1
Enrique Carrión,Monumento de la ciudad de Madrid,C Gran Vía 41, Santo Domingo,Plaza de Santo Domingo nº 1
Enrique Herreros,Monumento de la ciudad de Madrid,CALLE CEA BERMUDEZ 2, Canal,Calle José Abascal frente al nº 2
Enrique Herreros,Monumento de la ciudad de Madrid,CALLE CEA BERMUDEZ 2, Parque Santander,Calle Santander esquina con Avenida de Filipinas
Enrique Herreros,Monumento de la ciudad de Madrid,CALLE CEA BERMUDEZ 2, Bravo Murillo 44,Calle Bravo Murillo nº 44
Enrique II,Monumento de la ciudad de Madrid,Pº República Argentina , Antonio Maura,Calle Antonio Maura nº 15
Enrique II,Monumento de la ciudad de Madrid,Pº República Argentina , Plaza de la Independencia,Plaza de la Independencia nº 6
Enrique II,Monumento de la ciudad de Madrid,Pº República Argentina , Columela,Calle Serrano nº 8
Enrique Iniesta,Monumento de la ciudad de Madrid,PARQUE QUINTA FUENTE DEL BERRO , Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra
Enrique Iniesta,Monumento de la ciudad de Madrid,PARQUE QUINTA FUENTE DEL BERRO , Marqués de Zafra,Paseo Marqués de Zafra nº 24
Enrique Iniesta,Monumento de la ciudad de Madrid,PARQUE QUINTA FUENTE DEL BERRO , Marqués de Corbera 12,Avenida Marqués de Corbera nº 12
Enrique Jardiel Poncela,Monumento de la ciudad de Madrid,C Augusto Figueroa 29, Augusto Figueroa,Calle Augusto Figueroa nº 33
Enrique Jardiel Poncela,Monumento de la ciudad de Madrid,C Augusto Figueroa 29, Colegio Arquitectos,Calle Hortaleza nº 63
Enrique Jardiel Poncela,Monumento de la ciudad de Madrid,C Augusto Figueroa 29, Plaza de Pedro Zerolo,Plaza de Pedro Zerolo nº 1
Enrique Larreta,Monumento de la ciudad de Madrid,CALLE ENRIQUE LARRETA 1, Plaza de Castilla,Paseo de la Castellana nº 216
Enrique Larreta,Monumento de la ciudad de Madrid,CALLE ENRIQUE LARRETA 1, Plaza de Castilla 2,Paseo Castellana (Fundación Canal)
Enrique Larreta,Monumento de la ciudad de Madrid,CALLE ENRIQUE LARRETA 1, López Pozas,Calle General López Pozas nº 2
Enrique Tierno Galván,Monumento de la ciudad de Madrid,C Ferraz 79, Paseo de Moret,Paseo de Moret nº 11
Enrique Tierno Galván,Monumento de la ciudad de Madrid,Pº Duque de Fernán Núñez , Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63
Enrique Tierno Galván,Monumento de la ciudad de Madrid,Pº Duque de Fernán Núñez , Retiro,Calle Ibiza nº 18
Enrique de la Mata Gorostizaga,Monumento de la ciudad de Madrid,Gta Rubén Darío 4, Rubén Darío,Glorieta Rubén Darío 2
Enrique de la Mata Gorostizaga,Monumento de la ciudad de Madrid,Gta Rubén Darío 4, Castellana 42,Paseo de la Castellana nº 42
Enrique de la Mata Gorostizaga,Monumento de la ciudad de Madrid,Gta Rubén Darío 4, Paseo de la Castellana ,Paseo de la Castellana nº 43
Ensidesa,Monumento de la ciudad de Madrid,AVENIDA VEINTICINCO DE SEPTIEMBRE 1, Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Ensidesa,Monumento de la ciudad de Madrid,AVENIDA VEINTICINCO DE SEPTIEMBRE 1, Carlota O’Neill,Calle Carlota O'Neill nº 32
Ensidesa,Monumento de la ciudad de Madrid,AVENIDA VEINTICINCO DE SEPTIEMBRE 1, C.D. Concepción,Calle Jose del Hierro nº 5
Enterramientos 3 de Mayo,Monumento de la ciudad de Madrid,C Francisco y Jacinto Alcántara 1, Pintor Rosales,Paseo del Pintor Rosales frente al nº 38
Enterramientos 3 de Mayo,Monumento de la ciudad de Madrid,C Francisco y Jacinto Alcántara 1, Paseo de la Florida,Paseo de la Florida nº 8
Enterramientos 3 de Mayo,Monumento de la ciudad de Madrid,C Francisco y Jacinto Alcántara 1, Paseo de Moret,Paseo de Moret nº 11
Entrada al arroyo de Antequina,Monumento de la ciudad de Madrid,PARQUE CASA DE CAMPO , Facultad Derecho,Avenida Complutense nº 23
Entrada al arroyo de Antequina,Monumento de la ciudad de Madrid,PARQUE CASA DE CAMPO , INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Entrada al arroyo de Antequina,Monumento de la ciudad de Madrid,PARQUE CASA DE CAMPO , Facultad Biología,Calle José Antonio Novais frente al nº 12
Eolos,Monumento de la ciudad de Madrid,PARQUE JUAN CARLOS I 1, Carlota O’Neill,Calle Carlota O'Neill nº 32
Eolos,Monumento de la ciudad de Madrid,PARQUE JUAN CARLOS I 1, Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Eolos,Monumento de la ciudad de Madrid,PARQUE JUAN CARLOS I 1, C.D. Concepción,Calle Jose del Hierro nº 5
Eos,Monumento de la ciudad de Madrid,C Las Marismas 25, Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
Eos,Monumento de la ciudad de Madrid,C Las Marismas 25, Doctor Lozano,Calle Sierra Toledana nº 33
Eos,Monumento de la ciudad de Madrid,C Las Marismas 25, Sierra Toledana,Camino de Valderribas nº 94
Equilibrio horizontal móvil,Monumento de la ciudad de Madrid,CALLE CAPITAN HAYA 41, Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2
Equilibrio horizontal móvil,Monumento de la ciudad de Madrid,CALLE CAPITAN HAYA 41, Castellana 164,Paseo de la Castellana nº 164
Equilibrio horizontal móvil,Monumento de la ciudad de Madrid,CALLE CAPITAN HAYA 41, San Germán 5,Calle San Germán nº 5
Ermita de Nuestra Señora del Buen Camino-I,Monumento de la ciudad de Madrid,Pº Ermita , Facultad Derecho,Avenida Complutense nº 23
Ermita de Nuestra Señora del Buen Camino-I,Monumento de la ciudad de Madrid,Pº Ermita , Facultad Biología,Calle José Antonio Novais frente al nº 12
Ermita de Nuestra Señora del Buen Camino-I,Monumento de la ciudad de Madrid,Pº Ermita , INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Ermita de Nuestra Señora del Buen Camino-II,Monumento de la ciudad de Madrid,Pº Ermita , Facultad Derecho,Avenida Complutense nº 23
Ermita de Nuestra Señora del Buen Camino-II,Monumento de la ciudad de Madrid,Pº Ermita , Facultad Biología,Calle José Antonio Novais frente al nº 12
Ermita de Nuestra Señora del Buen Camino-II,Monumento de la ciudad de Madrid,Pº Ermita , INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Ermita de Nuestra Señora del Buen Camino-III,Monumento de la ciudad de Madrid,Pº Ermita , Facultad Derecho,Avenida Complutense nº 23
Ermita de Nuestra Señora del Buen Camino-III,Monumento de la ciudad de Madrid,Pº Ermita , Facultad Biología,Calle José Antonio Novais frente al nº 12
Ermita de Nuestra Señora del Buen Camino-III,Monumento de la ciudad de Madrid,Pº Ermita , INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Ernestina M. de Villena,Monumento de la ciudad de Madrid,AVENIDA CARDENAL HERRERA ORIA 242, Francos Rodríguez,Calle Francos Rodríguez nº 62
Ernestina M. de Villena,Monumento de la ciudad de Madrid,AVENIDA CARDENAL HERRERA ORIA 242, Remonta,Calle Azucenas nº 1
Ernestina M. de Villena,Monumento de la ciudad de Madrid,AVENIDA CARDENAL HERRERA ORIA 242, Metro Tetuán,Calle Marqués de Viana nº 3
